date,stablecoin,issuer,gecko_id,defillama_asset_id,price_usd,peg_dev,abs_peg_dev,tail_depeg_50bp,tail_depeg_100bp,downside_depeg_50bp,downside_depeg_100bp,premium_50bp,circulating_face_usd,market_cap_usd_est,active_chains_with_supply,market_stress_flag,market_stress_window_ids,market_stress_types,source_price,source_supply,access_date,rule_version,rule_status,provisional_flag,provisional_reason
2023-12-01,PYUSD,Paxos/PayPal,paypal-usd,120,0.999778,-0.000222,0.000222,0,0,0,0,0,115112704.00,115087148.98,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-02,PYUSD,Paxos/PayPal,paypal-usd,120,0.999236,-0.000764,0.000764,0,0,0,0,0,115657421.00,115569058.73,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-03,PYUSD,Paxos/PayPal,paypal-usd,120,0.997175,-0.002825,0.002825,0,0,0,0,0,115681017.00,115354218.13,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-04,PYUSD,Paxos/PayPal,paypal-usd,120,0.996753,-0.003247,0.003247,0,0,0,0,0,115481839.00,115106869.47,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-05,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,118956005.00,118956005.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-06,PYUSD,Paxos/PayPal,paypal-usd,120,0.996521,-0.003479,0.003479,0,0,0,0,0,126531732.00,126091528.10,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-07,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,126523085.00,126523085.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-08,PYUSD,Paxos/PayPal,paypal-usd,120,0.998755,-0.001245,0.001245,0,0,0,0,0,137598478.00,137427167.89,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-09,PYUSD,Paxos/PayPal,paypal-usd,120,0.999263,-0.000737,0.000737,0,0,0,0,0,139236745.00,139134127.52,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-10,PYUSD,Paxos/PayPal,paypal-usd,120,0.998935,-0.001065,0.001065,0,0,0,0,0,139734293.00,139585475.98,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-11,PYUSD,Paxos/PayPal,paypal-usd,120,0.999408,-0.000592,0.000592,0,0,0,0,0,139737886.00,139655161.17,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-12,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,141519992.00,141661511.99,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-13,PYUSD,Paxos/PayPal,paypal-usd,120,0.998937,-0.001063,0.001063,0,0,0,0,0,143419828.00,143267372.72,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-14,PYUSD,Paxos/PayPal,paypal-usd,120,0.998949,-0.001051,0.001051,0,0,0,0,0,187476774.00,187279735.91,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-15,PYUSD,Paxos/PayPal,paypal-usd,120,0.999398,-0.000602,0.000602,0,0,0,0,0,187821127.00,187708058.68,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-16,PYUSD,Paxos/PayPal,paypal-usd,120,0.998263,-0.001737,0.001737,0,0,0,0,0,200250061.00,199902226.64,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-17,PYUSD,Paxos/PayPal,paypal-usd,120,0.997875,-0.002125,0.002125,0,0,0,0,0,199946995.00,199522107.64,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-18,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,199945372.00,199945372.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-19,PYUSD,Paxos/PayPal,paypal-usd,120,0.998975,-0.001025,0.001025,0,0,0,0,0,231444854.00,231207623.02,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-20,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,234022187.00,234022187.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-21,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,233016831.00,233249847.83,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-22,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,234525001.00,234525001.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-23,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,234532258.00,234532258.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-24,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,234521177.00,234755698.18,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-25,PYUSD,Paxos/PayPal,paypal-usd,120,0.999167,-0.000833,0.000833,0,0,0,0,0,234541073.00,234345700.29,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-26,PYUSD,Paxos/PayPal,paypal-usd,120,0.998366,-0.001634,0.001634,0,0,0,0,0,234561386.00,234178112.70,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-27,PYUSD,Paxos/PayPal,paypal-usd,120,0.999445,-0.000555,0.000555,0,0,0,0,0,234570605.00,234440418.31,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-28,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,238031732.00,238269763.73,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-29,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,235930252.00,235930252.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-30,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,234056975.00,234056975.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-12-31,PYUSD,Paxos/PayPal,paypal-usd,120,0.998907,-0.001093,0.001093,0,0,0,0,0,234087336.00,233831478.54,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-01,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,234082102.00,234316184.10,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-02,PYUSD,Paxos/PayPal,paypal-usd,120,0.998621,-0.001379,0.001379,0,0,0,0,0,234079473.00,233756677.41,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-03,PYUSD,Paxos/PayPal,paypal-usd,120,0.998082,-0.001918,0.001918,0,0,0,0,0,234657243.00,234207170.41,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-04,PYUSD,Paxos/PayPal,paypal-usd,120,0.997534,-0.002466,0.002466,0,0,0,0,0,234622151.00,234043572.78,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-05,PYUSD,Paxos/PayPal,paypal-usd,120,0.999892,-0.000108,0.000108,0,0,0,0,0,234825792.00,234800430.81,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-06,PYUSD,Paxos/PayPal,paypal-usd,120,0.998918,-0.001082,0.001082,0,0,0,0,0,244220147.00,243955900.80,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-07,PYUSD,Paxos/PayPal,paypal-usd,120,0.998339,-0.001661,0.001661,0,0,0,0,0,244230450.00,243824783.22,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-08,PYUSD,Paxos/PayPal,paypal-usd,120,0.999564,-0.000436,0.000436,0,0,0,0,0,244225266.00,244118783.78,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-09,PYUSD,Paxos/PayPal,paypal-usd,120,0.995401,-0.004599,0.004599,0,0,0,0,0,248458567.00,247315906.05,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-10,PYUSD,Paxos/PayPal,paypal-usd,120,0.996746,-0.003254,0.003254,0,0,0,0,0,259320428.00,258476599.33,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-11,PYUSD,Paxos/PayPal,paypal-usd,120,0.997242,-0.002758,0.002758,0,0,0,0,0,259376024.00,258660664.93,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-12,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,261157908.00,261419065.91,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-13,PYUSD,Paxos/PayPal,paypal-usd,120,0.999386,-0.000614,0.000614,0,0,0,0,0,263410934.00,263249199.69,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-14,PYUSD,Paxos/PayPal,paypal-usd,120,0.99808,-0.00192,0.00192,0,0,0,0,0,267320920.00,266807663.83,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-15,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,269672892.00,269672892.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-16,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,266992764.00,267259756.76,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-17,PYUSD,Paxos/PayPal,paypal-usd,120,0.998817,-0.001183,0.001183,0,0,0,0,0,264187704.00,263875169.95,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-18,PYUSD,Paxos/PayPal,paypal-usd,120,0.998775,-0.001225,0.001225,0,0,0,0,0,269838871.00,269508318.38,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-19,PYUSD,Paxos/PayPal,paypal-usd,120,0.997994,-0.002006,0.002006,0,0,0,0,0,271051934.00,270508203.82,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-20,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,271118646.00,271118646.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-21,PYUSD,Paxos/PayPal,paypal-usd,120,0.999141,-0.000859,0.000859,0,0,0,0,0,274583369.00,274347501.89,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-22,PYUSD,Paxos/PayPal,paypal-usd,120,0.997783,-0.002217,0.002217,0,0,0,0,0,274595815.00,273987036.08,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-23,PYUSD,Paxos/PayPal,paypal-usd,120,0.998786,-0.001214,0.001214,0,0,0,0,0,269407211.00,269080150.65,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-24,PYUSD,Paxos/PayPal,paypal-usd,120,0.99971,-0.00029,0.00029,0,0,0,0,0,269236059.00,269157980.54,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-25,PYUSD,Paxos/PayPal,paypal-usd,120,0.998535,-0.001465,0.001465,0,0,0,0,0,269863745.00,269468394.61,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-26,PYUSD,Paxos/PayPal,paypal-usd,120,0.999266,-0.000734,0.000734,0,0,0,0,0,269938017.00,269739882.50,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-27,PYUSD,Paxos/PayPal,paypal-usd,120,0.999028,-0.000972,0.000972,0,0,0,0,0,269975594.00,269713177.72,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-28,PYUSD,Paxos/PayPal,paypal-usd,120,0.998863,-0.001137,0.001137,0,0,0,0,0,270008915.00,269701914.86,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-29,PYUSD,Paxos/PayPal,paypal-usd,120,0.999651,-0.000349,0.000349,0,0,0,0,0,270011115.00,269916881.12,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-30,PYUSD,Paxos/PayPal,paypal-usd,120,0.999811,-0.000189,0.000189,0,0,0,0,0,270051908.00,270000868.19,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-31,PYUSD,Paxos/PayPal,paypal-usd,120,0.99959,-0.00041,0.00041,0,0,0,0,0,269472806.00,269362322.15,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-01,PYUSD,Paxos/PayPal,paypal-usd,120,0.999194,-0.000806,0.000806,0,0,0,0,0,270482814.00,270264804.85,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-02,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,271089983.00,271089983.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-03,PYUSD,Paxos/PayPal,paypal-usd,120,0.999978,-0.000022,0.000022,0,0,0,0,0,271397450.00,271391479.26,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-04,PYUSD,Paxos/PayPal,paypal-usd,120,0.998505,-0.001495,0.001495,0,0,0,0,0,271420451.00,271014677.43,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-05,PYUSD,Paxos/PayPal,paypal-usd,120,0.999176,-0.000824,0.000824,0,0,0,0,0,271411549.00,271187905.88,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-06,PYUSD,Paxos/PayPal,paypal-usd,120,0.998813,-0.001187,0.001187,0,0,0,0,0,271414548.00,271092378.93,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-07,PYUSD,Paxos/PayPal,paypal-usd,120,1.002,0.002,0.002,0,0,0,0,0,271404881.00,271947690.76,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-08,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,271383468.00,271654851.47,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-09,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,269427974.00,269427974.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-10,PYUSD,Paxos/PayPal,paypal-usd,120,0.998984,-0.001016,0.001016,0,0,0,0,0,270192789.00,269918273.13,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-11,PYUSD,Paxos/PayPal,paypal-usd,120,0.998992,-0.001008,0.001008,0,0,0,0,0,270195911.00,269923553.52,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-12,PYUSD,Paxos/PayPal,paypal-usd,120,1.004,0.004,0.004,0,0,0,0,0,270191711.00,271272477.84,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-13,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,267146328.00,267146328.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-14,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,267482793.00,267482793.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-15,PYUSD,Paxos/PayPal,paypal-usd,120,1.002,0.002,0.002,0,0,0,0,0,265429852.00,265960711.70,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-16,PYUSD,Paxos/PayPal,paypal-usd,120,0.998661,-0.001339,0.001339,0,0,0,0,0,272036623.00,271672365.96,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-17,PYUSD,Paxos/PayPal,paypal-usd,120,0.998687,-0.001313,0.001313,0,0,0,0,0,271356646.00,271000354.72,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-18,PYUSD,Paxos/PayPal,paypal-usd,120,0.999517,-0.000483,0.000483,0,0,0,0,0,277404416.00,277270429.67,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-19,PYUSD,Paxos/PayPal,paypal-usd,120,0.999706,-0.000294,0.000294,0,0,0,0,0,277262457.00,277180941.84,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-20,PYUSD,Paxos/PayPal,paypal-usd,120,0.999642,-0.000358,0.000358,0,0,0,0,0,271811692.00,271714383.41,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-21,PYUSD,Paxos/PayPal,paypal-usd,120,0.998528,-0.001472,0.001472,0,0,0,0,0,273138182.00,272736122.60,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-22,PYUSD,Paxos/PayPal,paypal-usd,120,0.998281,-0.001719,0.001719,0,0,0,0,0,272897273.00,272428162.59,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-23,PYUSD,Paxos/PayPal,paypal-usd,120,1,0,0,0,0,0,0,0,272620010.00,272620010.00,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-24,PYUSD,Paxos/PayPal,paypal-usd,120,1.001,0.001,0.001,0,0,0,0,0,272598538.00,272871136.54,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-25,PYUSD,Paxos/PayPal,paypal-usd,120,0.998066,-0.001934,0.001934,0,0,0,0,0,272621761.00,272094510.51,1,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
